article_link
https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/chennai-super-kings-csk-ipl-2025-full-player-list-csk-squad-with-complete-details-full-final-list-of-players-bought-in-ipl-auction-2025-team-players-retained-and-released-chennai-super-kings/articleshow/115658444.cms
https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/kolkata-knight-riders-kkr-ipl-2025-full-player-list-kkr-squad-with-complete-details-full-final-list-of-players-bought-in-ipl-auction-2025-team-players-retained-and-released-by-kolkata-knight-riders/articleshow/115657789.cms
https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/srh-ipl-2025-full-player-list-sunrisers-hyderabad-squad-with-complete-details-of-players-bought-retained-and-released/articleshow/115657375.cms
https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/lucknow-super-giants-lsg-ipl-2025-full-player-list-lsg-squad-with-complete-details-full-final-list-of-players-bought-in-ipl-auction-2025-team-players-retained-and-released-by-lucknow-super/articleshow/115657387.cms
https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/gujarat-titans-gt-ipl-2025-full-player-list-gt-squad-with-complete-details-full-final-list-of-players-bought-in-ipl-auction-2025-team-players-retained-and-released-by-gujarat-titans/articleshow/115658045.cms
https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/punjab-kings-pbks-ipl-2025-full-player-list-pbks-squad-with-complete-details-full-final-list-of-players-bought-in-ipl-auction-2025-team-players-retained-and-released-by-punjab-kings/articleshow/115657225.cms
https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/delhi-capitals-dc-ipl-2025-full-player-list-dc-squad-with-complete-details-full-final-list-of-players-bought-in-ipl-auction-2025-team-players-retained-and-released-by-delhi-capitals/articleshow/115660350.cms
https://timesofindia.indiatimes.com/sports/cricket/ipl/top-stories/rr-ipl-2025-full-player-list-rajasthan-royals-squad-with-complete-details-of-players-bought-retained-and-released/articleshow/115657894.cms
https://timesofindia.indiatimes.com/speaking-tree/daily-ecstasy/dont-cling-to-what-has-outlived-its-purpose/articleshow/118620175.cms
https://timesofindia.indiatimes.com/speaking-tree/daily-ecstasy/harnessing-unpolluted-centre-of-purity/articleshow/118597909.cms
https://timesofindia.indiatimes.com/speaking-tree/daily-ecstasy/unpolluted-centre-of-purity/articleshow/118546446.cms
https://timesofindia.indiatimes.com/technology/tech-news/indian-origin-kash-patel-takes-oath-on-bhagavad-gita-as-fbi-director-says-that-cant-happen/articleshow/118504855.cms
https://timesofindia.indiatimes.com/world/us/watch-indian-origin-kash-patel-takes-oath-on-bhagavad-gita-as-fbi-director-us-trump/articleshow/118464153.cms
https://timesofindia.indiatimes.com/speaking-tree/daily-ecstasy/external-circumstances-cannot-dictate-inner-peace/articleshow/118442010.cms
https://timesofindia.indiatimes.com/astrology/others/phalguna-month-2025-embracing-ancient-traditions-for-modern-benefits/articleshow/118216004.cms
https://timesofindia.indiatimes.com/world/europe/russia-says-agreement-reached-with-ukraine-on-evacuating-kursk-residents/articleshow/118532409.cms
